dot_values,colour_values,participant,response,response_time,date,correct_response,answered_correctly
4.0,Purple,116,m,0.384351015091,2016_Jul_21_1530,m,1
1.0,Orange,116,m,0.31214094162,2016_Jul_21_1530,m,1
8.0,DarkGray,116,m,0.376241922379,2016_Jul_21_1530,m,1
6.0,Yellow,116,m,0.272202968597,2016_Jul_21_1530,m,1
9.0,LightPink,116,m,0.232333183289,2016_Jul_21_1530,m,1
2.0,Brown,116,m,0.248303890228,2016_Jul_21_1530,m,1
4.0,Purple,116,m,0.224220991135,2016_Jul_21_1530,m,1
5.0,Orange,116,m,0.240128040314,2016_Jul_21_1530,m,1
7.0,DarkGray,116,m,0.368058919907,2016_Jul_21_1530,m,1
3.0,Yellow,116,m,0.368227005005,2016_Jul_21_1530,m,1
9.0,LightPink,116,m,0.352040052414,2016_Jul_21_1530,m,1
2.0,Brown,116,m,0.320070981979,2016_Jul_21_1530,m,1
,,116,z,0.47207403183,2016_Jul_21_1530,z,1
4.0,Blue,116,m,0.288316011429,2016_Jul_21_1530,m,1
5.0,Red,116,m,0.304039001465,2016_Jul_21_1530,m,1
7.0,Green,116,m,0.328105926514,2016_Jul_21_1530,m,1
3.0,Purple,116,m,0.256119012833,2016_Jul_21_1530,m,1
1.0,Orange,116,m,0.288121938705,2016_Jul_21_1530,m,1
8.0,DarkGray,116,m,0.296164989471,2016_Jul_21_1530,m,1
6.0,Blue,116,m,0.295825004578,2016_Jul_21_1530,m,1
9.0,Red,116,m,0.280118942261,2016_Jul_21_1530,m,1
2.0,Green,116,m,0.264029026031,2016_Jul_21_1530,m,1
4.0,Yellow,116,m,0.239877939224,2016_Jul_21_1530,m,1
1.0,LightPink,116,m,0.2958111763,2016_Jul_21_1530,m,1
8.0,Brown,116,m,0.375858068466,2016_Jul_21_1530,m,1
6.0,Blue,116,m,0.352047204971,2016_Jul_21_1530,m,1
5.0,Red,116,m,0.551977157593,2016_Jul_21_1530,m,1
7.0,Green,116,m,0.423806190491,2016_Jul_21_1530,m,1
3.0,Purple,116,,,2016_Jul_21_1530,m,0
9.0,Orange,116,m,0.51190495491,2016_Jul_21_1530,m,1
2.0,DarkGray,116,m,0.407742977142,2016_Jul_21_1530,m,1
4.0,Yellow,116,m,0.320020914078,2016_Jul_21_1530,m,1
1.0,LightPink,116,m,0.271904945374,2016_Jul_21_1530,m,1
8.0,Brown,116,m,0.287873983383,2016_Jul_21_1530,m,1
6.0,Blue,116,m,0.279887914658,2016_Jul_21_1530,m,1
9.0,Red,116,m,0.280009031296,2016_Jul_21_1530,m,1
2.0,Green,116,m,0.272087097168,2016_Jul_21_1530,m,1
4.0,Purple,116,m,0.271962881088,2016_Jul_21_1530,m,1
5.0,Orange,116,m,0.231925964355,2016_Jul_21_1530,m,1
7.0,DarkGray,116,m,0.255681991577,2016_Jul_21_1530,m,1
3.0,Blue,116,m,0.271746873856,2016_Jul_21_1530,m,1
,,116,z,0.407806873322,2016_Jul_21_1530,z,1
1.0,Red,116,m,0.303644180298,2016_Jul_21_1530,m,1
8.0,Green,116,m,0.271864891052,2016_Jul_21_1530,m,1
6.0,Purple,116,m,0.215666770935,2016_Jul_21_1530,m,1
5.0,Orange,116,m,0.207643032074,2016_Jul_21_1530,m,1
7.0,DarkGray,116,m,0.295753955841,2016_Jul_21_1530,m,1
3.0,Blue,116,m,0.247737884521,2016_Jul_21_1530,m,1
9.0,Red,116,m,0.255982875824,2016_Jul_21_1530,m,1
2.0,Green,116,m,0.295949935913,2016_Jul_21_1530,m,1
4.0,Yellow,116,m,0.279971837997,2016_Jul_21_1530,m,1
5.0,LightPink,116,m,0.327828884125,2016_Jul_21_1530,m,1
7.0,Brown,116,m,0.303797960281,2016_Jul_21_1530,m,1
,,116,z,0.463734149933,2016_Jul_21_1530,z,1
3.0,Purple,116,m,0.287839889526,2016_Jul_21_1530,m,1
1.0,Orange,116,m,0.303928136826,2016_Jul_21_1530,m,1
8.0,DarkGray,116,m,0.26384806633,2016_Jul_21_1530,m,1
6.0,Blue,116,m,0.215549945831,2016_Jul_21_1530,m,1
,,116,m,0.247735977173,2016_Jul_21_1530,z,0
5.0,Red,116,m,0.111607074738,2016_Jul_21_1530,m,1
7.0,Green,116,m,0.295611858368,2016_Jul_21_1530,m,1
3.0,Purple,116,m,0.239627122879,2016_Jul_21_1530,m,1
9.0,Orange,116,m,0.271739006042,2016_Jul_21_1530,m,1
,,116,z,0.447691917419,2016_Jul_21_1530,z,1
2.0,DarkGray,116,m,0.295832157135,2016_Jul_21_1530,m,1
4.0,Blue,116,m,0.271679878235,2016_Jul_21_1530,m,1
1.0,Red,116,m,0.271800994873,2016_Jul_21_1530,m,1
8.0,Green,116,m,0.28769493103,2016_Jul_21_1530,m,1
6.0,Yellow,116,m,0.271651029587,2016_Jul_21_1530,m,1
9.0,LightPink,116,m,0.263878107071,2016_Jul_21_1530,m,1
2.0,Brown,116,m,0.32764005661,2016_Jul_21_1530,m,1
4.0,Purple,116,m,0.287675857544,2016_Jul_21_1530,m,1
5.0,Orange,116,m,0.26383805275,2016_Jul_21_1530,m,1
7.0,DarkGray,116,m,0.407594919205,2016_Jul_21_1530,m,1
3.0,Blue,116,m,0.271507024765,2016_Jul_21_1530,m,1
,,116,z,0.383537054062,2016_Jul_21_1530,z,1
9.0,Red,116,m,0.271687984467,2016_Jul_21_1530,m,1
2.0,Green,116,m,0.279654979706,2016_Jul_21_1530,m,1
4.0,Yellow,116,m,0.255583047867,2016_Jul_21_1530,m,1
1.0,LightPink,116,m,0.319780826569,2016_Jul_21_1530,m,1
8.0,Brown,116,m,0.20772600174,2016_Jul_21_1530,m,1
,,116,z,0.399614095688,2016_Jul_21_1530,z,1
6.0,Purple,116,m,0.303398132324,2016_Jul_21_1530,m,1
5.0,Orange,116,m,0.239675045013,2016_Jul_21_1530,m,1
7.0,DarkGray,116,m,0.351366996765,2016_Jul_21_1530,m,1
3.0,Blue,116,m,0.247372150421,2016_Jul_21_1530,m,1
9.0,Red,116,m,0.311599969864,2016_Jul_21_1530,m,1
2.0,Green,116,m,0.311587095261,2016_Jul_21_1530,m,1
4.0,Yellow,116,m,0.29571890831,2016_Jul_21_1530,m,1
,,116,m,0.303522825241,2016_Jul_21_1530,z,0
1.0,LightPink,116,m,0.0955579280853,2016_Jul_21_1530,m,1
8.0,Brown,116,m,0.255321025848,2016_Jul_21_1530,m,1
6.0,Blue,116,m,0.26348900795,2016_Jul_21_1530,m,1
5.0,Red,116,m,0.287574052811,2016_Jul_21_1530,m,1
7.0,Green,116,m,0.279581069946,2016_Jul_21_1530,m,1
3.0,Purple,116,m,0.247393131256,2016_Jul_21_1530,m,1
9.0,Orange,116,m,0.255384922028,2016_Jul_21_1530,m,1
2.0,DarkGray,116,m,0.295618057251,2016_Jul_21_1530,m,1
4.0,Blue,116,m,0.279538869858,2016_Jul_21_1530,m,1
5.0,Red,116,m,0.287667036057,2016_Jul_21_1530,m,1
7.0,Green,116,m,0.31928396225,2016_Jul_21_1530,m,1
3.0,Yellow,116,m,0.335376977921,2016_Jul_21_1530,m,1
9.0,LightPink,116,m,0.327280044556,2016_Jul_21_1530,m,1
,,116,z,0.455248117447,2016_Jul_21_1530,z,1
2.0,Brown,116,m,0.271507978439,2016_Jul_21_1530,m,1
4.0,Purple,116,m,0.319241046906,2016_Jul_21_1530,m,1
5.0,Orange,116,m,0.263581037521,2016_Jul_21_1530,m,1
7.0,DarkGray,116,m,0.303226947784,2016_Jul_21_1530,m,1
3.0,Blue,116,m,0.295614957809,2016_Jul_21_1530,m,1
1.0,Red,116,m,0.271466970444,2016_Jul_21_1530,m,1
,,116,m,0.27111697197,2016_Jul_21_1530,z,0
8.0,Green,116,m,0.0472869873047,2016_Jul_21_1530,m,1
6.0,Purple,116,m,0.239351987839,2016_Jul_21_1530,m,1
5.0,Orange,116,m,0.279404163361,2016_Jul_21_1530,m,1
,,116,z,0.431534051895,2016_Jul_21_1530,z,1
7.0,DarkGray,116,m,0.27138710022,2016_Jul_21_1530,m,1
3.0,Yellow,116,m,0.263122081757,2016_Jul_21_1530,m,1
1.0,LightPink,116,m,0.303431987762,2016_Jul_21_1530,m,1
8.0,Brown,116,m,0.279177904129,2016_Jul_21_1530,m,1
6.0,Purple,116,m,0.343286037445,2016_Jul_21_1530,m,1
9.0,Orange,116,m,0.263128042221,2016_Jul_21_1530,m,1
2.0,DarkGray,116,m,0.263073921204,2016_Jul_21_1530,m,1
4.0,,116,m,0.295094013214,2016_Jul_21_1530,m,1
,,116,,,2016_Jul_21_1530,z,0
,Blue,117,,,2016_Jul_27_1439,m,0
1.0,Red,117,m,0.344876050949,2016_Jul_27_1439,m,1
8.0,Green,117,m,0.0334680080414,2016_Jul_27_1439,m,1
6.0,Purple,117,m,0.385307073593,2016_Jul_27_1439,m,1
5.0,Orange,117,m,0.369242191315,2016_Jul_27_1439,m,1
7.0,DarkGray,117,m,0.409425020218,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.385046005249,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.305180072784,2016_Jul_27_1439,m,1
8.0,Brown,117,m,0.297199964523,2016_Jul_27_1439,m,1
6.0,Purple,117,m,0.241066932678,2016_Jul_27_1439,m,1
,,117,z,0.513318061829,2016_Jul_27_1439,z,1
9.0,Orange,117,m,0.433506965637,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.289198875427,2016_Jul_27_1439,m,1
,,117,z,0.473149061203,2016_Jul_27_1439,z,1
4.0,Blue,117,m,0.585155010223,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.329026937485,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.313139915466,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.24909901619,2016_Jul_27_1439,m,1
9.0,LightPink,117,m,0.312991857529,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.305079936981,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.265084981918,2016_Jul_27_1439,m,1
1.0,Orange,117,m,0.249033927917,2016_Jul_27_1439,m,1
,,117,z,0.465129852295,2016_Jul_27_1439,z,1
8.0,DarkGray,117,m,0.329169988632,2016_Jul_27_1439,m,1
6.0,Yellow,117,m,0.201110124588,2016_Jul_27_1439,m,1
5.0,LightPink,117,m,0.36102604866,2016_Jul_27_1439,m,1
7.0,Brown,117,m,0.41687297821,2016_Jul_27_1439,m,1
3.0,Blue,117,m,0.337226867676,2016_Jul_27_1439,m,1
9.0,Red,117,m,0.321217060089,2016_Jul_27_1439,m,1
2.0,Green,117,m,0.384932994843,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.296909093857,2016_Jul_27_1439,m,1
5.0,Orange,117,m,0.305052042007,2016_Jul_27_1439,m,1
7.0,DarkGray,117,m,0.264975786209,2016_Jul_27_1439,m,1
3.0,Blue,117,m,0.304928064346,2016_Jul_27_1439,m,1
1.0,Red,117,m,0.320776224136,2016_Jul_27_1439,m,1
8.0,Green,117,m,0.336776971817,2016_Jul_27_1439,m,1
,,117,z,0.489020109177,2016_Jul_27_1439,z,1
6.0,Purple,117,m,0.37696814537,2016_Jul_27_1439,m,1
5.0,Orange,117,m,0.2329018116,2016_Jul_27_1439,m,1
7.0,DarkGray,117,m,0.240671157837,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.14487195015,2016_Jul_27_1439,m,1
9.0,LightPink,117,m,0.224748849869,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.249032020569,2016_Jul_27_1439,m,1
4.0,Blue,117,m,0.232917070389,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.353115081787,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.449074029922,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.36897611618,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.312874078751,2016_Jul_27_1439,m,1
8.0,Brown,117,m,0.336724996567,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.33692407608,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.353064060211,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.360795021057,2016_Jul_27_1439,m,1
3.0,Purple,117,m,0.296703100204,2016_Jul_27_1439,m,1
,,117,z,0.512683868408,2016_Jul_27_1439,z,1
9.0,Orange,117,m,0.376580953598,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.280910015106,2016_Jul_27_1439,m,1
4.0,Blue,117,m,0.296724081039,2016_Jul_27_1439,m,1
,,117,z,0.512548923492,2016_Jul_27_1439,z,1
5.0,Red,117,m,0.312663078308,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.248466014862,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.376606941223,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.376920938492,2016_Jul_27_1439,m,1
8.0,Brown,117,m,0.36054110527,2016_Jul_27_1439,m,1
6.0,Purple,117,m,0.352720975876,2016_Jul_27_1439,m,1
9.0,Orange,117,m,0.296648979187,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.3125,2016_Jul_27_1439,m,1
4.0,Yellow,117,m,0.256443023682,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.256470918655,2016_Jul_27_1439,m,1
8.0,Brown,117,m,0.208766937256,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.256693124771,2016_Jul_27_1439,m,1
,,117,m,0.232531070709,2016_Jul_27_1439,z,0
5.0,Red,117,m,0.42440199852,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.296484947205,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.304452896118,2016_Jul_27_1439,m,1
9.0,LightPink,117,m,0.280686855316,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.304467916489,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.304603815079,2016_Jul_27_1439,m,1
1.0,Orange,117,m,0.288662910461,2016_Jul_27_1439,m,1
8.0,DarkGray,117,m,0.416333913803,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.336400985718,2016_Jul_27_1439,m,1
9.0,Red,117,m,0.296659946442,2016_Jul_27_1439,m,1
2.0,Green,117,m,0.288502931595,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.280306100845,2016_Jul_27_1439,m,1
1.0,Orange,117,m,0.272493839264,2016_Jul_27_1439,m,1
8.0,DarkGray,117,m,0.304592847824,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.360163211823,2016_Jul_27_1439,m,1
9.0,Red,117,m,0.344438076019,2016_Jul_27_1439,m,1
2.0,Green,117,m,0.336483001709,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.344331026077,2016_Jul_27_1439,m,1
5.0,Orange,117,m,0.352504968643,2016_Jul_27_1439,m,1
7.0,DarkGray,117,m,0.488168001175,2016_Jul_27_1439,m,1
3.0,Blue,117,m,0.400393009186,2016_Jul_27_1439,m,1
,,117,z,0.368362903595,2016_Jul_27_1439,z,1
9.0,Red,117,m,0.328343153,2016_Jul_27_1439,m,1
2.0,Green,117,m,0.280281066895,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.25627207756,2016_Jul_27_1439,m,1
,,117,m,0.248520851135,2016_Jul_27_1439,z,0
1.0,Orange,117,m,0.424400806427,2016_Jul_27_1439,m,1
8.0,DarkGray,117,m,0.360286951065,2016_Jul_27_1439,m,1
,,117,z,0.408216953278,2016_Jul_27_1439,z,1
6.0,Blue,117,m,0.2880859375,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.304010868073,2016_Jul_27_1439,m,1
,,117,z,0.392266988754,2016_Jul_27_1439,z,1
7.0,Green,117,m,0.2885389328,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.232009887695,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.232014894485,2016_Jul_27_1439,m,1
,,117,z,0.376441955566,2016_Jul_27_1439,z,1
8.0,Brown,117,m,0.256124019623,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.255997180939,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.279950857162,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.344038963318,2016_Jul_27_1439,m,1
,,117,z,0.368160009384,2016_Jul_27_1439,z,1
3.0,Yellow,117,m,0.263921022415,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.23197388649,2016_Jul_27_1439,m,1
,,117,z,0.424231052399,2016_Jul_27_1439,z,1
8.0,Brown,117,m,0.248303890228,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.272001028061,2016_Jul_27_1439,m,1
,,117,z,0.343986988068,2016_Jul_27_1439,z,1
9.0,Red,117,m,0.216093063354,2016_Jul_27_1439,m,1
2.0,Green,117,m,0.312161922455,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.359862804413,2016_Jul_27_1439,m,1
,,117,z,0.360153913498,2016_Jul_27_1439,z,1
1.0,Orange,117,m,0.312031030655,2016_Jul_27_1439,m,1
8.0,DarkGray,117,m,0.392258167267,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.383886098862,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.439882993698,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.440119028091,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.495934963226,2016_Jul_27_1439,m,1
1.0,LightPink,117,,,2016_Jul_27_1439,m,0
8.0,Brown,117,m,0.55986905098,2016_Jul_27_1439,m,1
6.0,Purple,117,m,0.45605301857,2016_Jul_27_1439,m,1
9.0,Orange,117,m,0.415874004364,2016_Jul_27_1439,m,1
,,117,z,0.45597410202,2016_Jul_27_1439,z,1
2.0,DarkGray,117,m,0.311612129211,2016_Jul_27_1439,m,1
4.0,Blue,117,m,0.359714031219,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.295935869217,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.391917943954,2016_Jul_27_1439,m,1
3.0,Purple,117,m,0.367811918259,2016_Jul_27_1439,m,1
9.0,Orange,117,m,0.471698999405,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.551553964615,2016_Jul_27_1439,m,1
4.0,Yellow,117,,,2016_Jul_27_1439,m,0
5.0,LightPink,117,m,0.479650020599,2016_Jul_27_1439,m,1
7.0,Brown,117,m,0.423547029495,2016_Jul_27_1439,m,1
3.0,Purple,117,m,0.391820192337,2016_Jul_27_1439,m,1
9.0,Orange,117,m,0.407942056656,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.40759396553,2016_Jul_27_1439,m,1
4.0,Blue,117,m,0.271847963333,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.343567848206,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.327462911606,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.327433109283,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.351861953735,2016_Jul_27_1439,m,1
8.0,Brown,117,m,0.303465127945,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.399615049362,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.327655076981,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.383378982544,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.279745101929,2016_Jul_27_1439,m,1
9.0,LightPink,117,m,0.279763936996,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.303442955017,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.263679027557,2016_Jul_27_1439,m,1
1.0,Orange,117,m,0.239497184753,2016_Jul_27_1439,m,1
8.0,DarkGray,117,m,0.335362911224,2016_Jul_27_1439,m,1
,,117,z,0.367326974869,2016_Jul_27_1439,z,1
6.0,Yellow,117,m,0.271411895752,2016_Jul_27_1439,m,1
5.0,LightPink,117,m,0.223706007004,2016_Jul_27_1439,m,1
7.0,Brown,117,m,0.239282131195,2016_Jul_27_1439,m,1
3.0,Blue,117,m,0.175221920013,2016_Jul_27_1439,m,1
1.0,Red,117,m,0.231511116028,2016_Jul_27_1439,m,1
8.0,Green,117,m,0.26335310936,2016_Jul_27_1439,m,1
6.0,Purple,117,m,0.279590129852,2016_Jul_27_1439,m,1
,,117,z,0.351581096649,2016_Jul_27_1439,z,1
5.0,Orange,117,m,0.247298002243,2016_Jul_27_1439,m,1
7.0,DarkGray,117,m,0.127550840378,2016_Jul_27_1439,m,1
3.0,Blue,117,m,0.335238933563,2016_Jul_27_1439,m,1
9.0,Red,117,m,0.32729101181,2016_Jul_27_1439,m,1
2.0,Green,117,m,0.367254018784,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.319471120834,2016_Jul_27_1439,m,1
5.0,Orange,117,m,0.311342000961,2016_Jul_27_1439,m,1
7.0,DarkGray,117,m,0.44720697403,2016_Jul_27_1439,m,1
,,117,z,0.407056808472,2016_Jul_27_1439,z,1
3.0,Yellow,117,m,0.0954518318176,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.199289083481,2016_Jul_27_1439,m,1
8.0,Brown,117,m,0.0952868461609,2016_Jul_27_1439,m,1
6.0,Blue,117,m,0.191395044327,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.223440170288,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.287074804306,2016_Jul_27_1439,m,1
3.0,Purple,117,m,0.351181030273,2016_Jul_27_1439,m,1
1.0,Orange,117,m,0.367131948471,2016_Jul_27_1439,m,1
8.0,DarkGray,117,m,0.343192815781,2016_Jul_27_1439,m,1
6.0,Yellow,117,m,0.311281919479,2016_Jul_27_1439,m,1
5.0,LightPink,117,m,0.335202932358,2016_Jul_27_1439,m,1
7.0,Brown,117,m,0.255262851715,2016_Jul_27_1439,m,1
3.0,Purple,117,m,0.247058868408,2016_Jul_27_1439,m,1
9.0,Orange,117,m,0.278922080994,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.303044080734,2016_Jul_27_1439,m,1
,,117,z,0.319274902344,2016_Jul_27_1439,z,1
4.0,Blue,117,m,0.0872189998627,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.0949730873108,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.199306964874,2016_Jul_27_1439,m,1
3.0,Purple,117,m,0.254855871201,2016_Jul_27_1439,m,1
9.0,Orange,117,m,0.278977870941,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.279267072678,2016_Jul_27_1439,m,1
,,117,z,0.327078819275,2016_Jul_27_1439,z,1
4.0,Blue,117,m,0.255221843719,2016_Jul_27_1439,m,1
1.0,Red,117,m,0.222961902618,2016_Jul_27_1439,m,1
8.0,Green,117,m,0.303064823151,2016_Jul_27_1439,m,1
6.0,Yellow,117,m,0.327129125595,2016_Jul_27_1439,m,1
9.0,LightPink,117,m,0.431123018265,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.494971036911,2016_Jul_27_1439,m,1
4.0,Blue,117,m,0.342872858047,2016_Jul_27_1439,m,1
1.0,Red,117,m,0.36678814888,2016_Jul_27_1439,m,1
8.0,Green,117,m,0.455090999603,2016_Jul_27_1439,m,1
6.0,Yellow,117,m,0.40674495697,2016_Jul_27_1439,m,1
9.0,LightPink,117,m,0.326836109161,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.318782091141,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.358820915222,2016_Jul_27_1439,m,1
1.0,Orange,117,m,0.38262295723,2016_Jul_27_1439,m,1
8.0,DarkGray,117,m,0.311017990112,2016_Jul_27_1439,m,1
,,117,z,0.31097984314,2016_Jul_27_1439,z,1
6.0,Yellow,117,m,0.230809926987,2016_Jul_27_1439,m,1
,,117,m,0.182626962662,2016_Jul_27_1439,z,0
9.0,LightPink,117,m,0.286692857742,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.335084915161,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.310963869095,2016_Jul_27_1439,m,1
1.0,Orange,117,m,0.358787059784,2016_Jul_27_1439,m,1
8.0,DarkGray,117,m,0.318648099899,2016_Jul_27_1439,m,1
6.0,Yellow,117,m,0.310981988907,2016_Jul_27_1439,m,1
9.0,LightPink,117,m,0.366901159286,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.390777111053,2016_Jul_27_1439,m,1
4.0,Blue,117,m,0.462882041931,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.334816932678,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.310618877411,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.318976163864,2016_Jul_27_1439,m,1
1.0,LightPink,117,m,0.294779062271,2016_Jul_27_1439,m,1
8.0,Brown,117,m,0.294792890549,2016_Jul_27_1439,m,1
6.0,Purple,117,m,0.286828041077,2016_Jul_27_1439,m,1
9.0,Orange,117,m,0.342595100403,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.310591220856,2016_Jul_27_1439,m,1
4.0,Blue,117,m,0.310696125031,2016_Jul_27_1439,m,1
5.0,Red,117,m,0.390399217606,2016_Jul_27_1439,m,1
7.0,Green,117,m,0.39839887619,2016_Jul_27_1439,m,1
3.0,Yellow,117,m,0.366432905197,2016_Jul_27_1439,m,1
,,117,z,0.422771930695,2016_Jul_27_1439,z,1
9.0,LightPink,117,m,0.254767179489,2016_Jul_27_1439,m,1
2.0,Brown,117,m,0.174530982971,2016_Jul_27_1439,m,1
4.0,Purple,117,m,0.262484073639,2016_Jul_27_1439,m,1
5.0,Orange,117,m,0.27850985527,2016_Jul_27_1439,m,1
,,117,z,0.430456161499,2016_Jul_27_1439,z,1
7.0,DarkGray,117,m,0.238678216934,2016_Jul_27_1439,m,1
3.0,Blue,117,m,0.294414997101,2016_Jul_27_1439,m,1
1.0,Red,117,m,0.25453209877,2016_Jul_27_1439,m,1
8.0,Green,117,m,0.318367004395,2016_Jul_27_1439,m,1
,,117,z,0.390629053116,2016_Jul_27_1439,z,1
6.0,Purple,117,m,0.238455057144,2016_Jul_27_1439,m,1
,,117,m,0.150285005569,2016_Jul_27_1439,z,0
5.0,Orange,117,m,0.326545000076,2016_Jul_27_1439,m,1
,,117,z,0.382433891296,2016_Jul_27_1439,z,1
7.0,DarkGray,117,m,0.230520963669,2016_Jul_27_1439,m,1
3.0,Blue,117,m,0.286190032959,2016_Jul_27_1439,m,1
1.0,Red,117,m,0.31015586853,2016_Jul_27_1439,m,1
8.0,Green,117,m,0.302521944046,2016_Jul_27_1439,m,1
6.0,Purple,117,m,0.310288906097,2016_Jul_27_1439,m,1
9.0,Orange,117,m,0.390305042267,2016_Jul_27_1439,m,1
2.0,DarkGray,117,,,2016_Jul_27_1439,m,0
,,117,z,0.454491138458,2016_Jul_27_1439,z,1
4.0,Blue,117,m,0.278394937515,2016_Jul_27_1439,m,1
,,117,m,0.254171848297,2016_Jul_27_1439,z,0
1.0,Red,117,m,0.286461830139,2016_Jul_27_1439,m,1
8.0,Green,117,m,0.310180187225,2016_Jul_27_1439,m,1
6.0,Yellow,117,m,0.310081958771,2016_Jul_27_1439,m,1
5.0,LightPink,117,m,0.302177906036,2016_Jul_27_1439,m,1
7.0,Brown,117,m,0.318320989609,2016_Jul_27_1439,m,1
3.0,Purple,117,m,0.254297018051,2016_Jul_27_1439,m,1
,,117,m,0.294322013855,2016_Jul_27_1439,z,0
9.0,Orange,117,m,0.302181005478,2016_Jul_27_1439,m,1
2.0,DarkGray,117,m,0.302188158035,2016_Jul_27_1439,m,1
4.0,Yellow,117,m,0.326196908951,2016_Jul_27_1439,m,1
5.0,LightPink,117,m,0.42201590538,2016_Jul_27_1439,m,1
7.0,Brown,117,m,0.566287994385,2016_Jul_27_1439,m,1
3.0,Purple,117,m,0.454083919525,2016_Jul_27_1439,m,1
,,117,z,0.398257017136,2016_Jul_27_1439,z,1
9.0,Orange,117,m,0.230114936829,2016_Jul_27_1439,m,1
